id,roman_catholic_2011,greek_catholic_2011,calvinist_2011,lutheran_2011,orthodox_christian_2011,other_christian_2011,jewish_2011,atheist_2011,other_2011,percentage_of_religious_population_2011,roman_catholic_2022,greek_catholic_2022,calvinist_2022,lutheran_2022,orthodox_christian_2022,other_christian_2022,jewish_2022,atheist_2022,other_2022,percentage_of_religious_population_2022,change_in_the_number_of_religious_population,educational_attainment_level_2011,educational_attainment_level_2022,bellow_eight_grade_2011,primary_school_2011,secondary_school_2011,high_school_2011,higher_education_2011,bellow_eight_grade_2022,primary_school_2022,secondary_school_2022,high_school_2022,higher_education_2022,change_in_educational_attainment_level
106,38322.0,224.0,2648.0,214.0,28.0,885.0,10.0,11529.0,148.0,0.7865,25313.0,287.0,2116.0,179.0,49.0,1147.0,17.0,8912.0,160.0,0.7666,-0.311,0.504,0.56,8859,17092,14257,18994,10260,6021,13127,13485,19678,10260,0.05600000000000005
107,29788.0,160.0,1628.0,398.0,8.0,537.0,16.0,7239.0,81.0,0.8184,19448.0,178.0,1518.0,328.0,35.0,773.0,12.0,7019.0,86.0,0.7612,-0.3139,0.477,0.5399,6391,13802,11992,12553,6194,4398,10404,11744,14323,6194,0.06290000000000007
108,19045.0,64.0,1932.0,66.0,9.0,411.0,5.0,5253.0,29.0,0.8041,12759.0,88.0,1418.0,33.0,7.0,545.0,5.0,5946.0,24.0,0.7145,-0.3099,0.3805,0.4293,6777,11150,6771,5460,2274,4377,10270,6880,6041,2274,0.04880000000000001
109,13870.0,68.0,467.0,60.0,9.0,474.0,3.0,2066.0,33.0,0.8788,9662.0,80.0,462.0,66.0,8.0,332.0,9.0,2117.0,36.0,0.8342,-0.2889,0.4229,0.4883,3510,6486,4316,4446,1781,1921,5184,4173,4637,1781,0.06540000000000001
34,12019.0,21.0,1048.0,36.0,11.0,135.0,5.0,2154.0,18.0,0.8606,6830.0,42.0,707.0,40.0,4.0,176.0,9.0,2331.0,38.0,0.771,-0.4098,0.4034,0.4644,3229,6639,4540,3354,1336,1796,5135,4381,3721,1336,0.061
35,36793.0,90.0,2598.0,315.0,95.0,1644.0,20.0,8107.0,125.0,0.8372,23988.0,106.0,2153.0,230.0,64.0,1631.0,9.0,7740.0,94.0,0.7851,-0.3216,0.4873,0.551,8145,17011,14648,15057,9107,5313,12248,13803,16234,9107,0.06370000000000003
36,11360.0,15.0,273.0,42.0,8.0,207.0,8.0,1494.0,24.0,0.8888,7120.0,46.0,300.0,35.0,4.0,255.0,0.0,1577.0,21.0,0.8315,-0.3482,0.4049,0.4759,2978,5365,3789,3044,1307,1671,4063,3756,3420,1307,0.07100000000000001
37,25773.0,121.0,5957.0,1299.0,19.0,508.0,13.0,5863.0,99.0,0.8521,17044.0,134.0,4456.0,978.0,25.0,450.0,5.0,5325.0,64.0,0.813,-0.3147,0.4501,0.5144,6784,15541,12628,10135,5457,4264,11318,11864,11496,5457,0.06429999999999997
38,70032.0,424.0,15788.0,1575.0,112.0,1816.0,75.0,23675.0,491.0,0.7923,49335.0,675.0,12657.0,1523.0,148.0,2261.0,57.0,19879.0,369.0,0.7713,-0.2579,0.5182,0.5736,17960,36878,28541,37681,29163,14966,28623,28085,42427,29163,0.055400000000000005
39,26734.0,82.0,4473.0,8789.0,52.0,1635.0,7.0,3989.0,46.0,0.9129,18477.0,130.0,3505.0,6617.0,44.0,1512.0,15.0,3719.0,71.0,0.8909,-0.2737,0.4312,0.4917,7850,16775,12161,10141,5314,5482,13281,12412,12016,5314,0.0605
40,22464.0,72.0,899.0,74.0,20.0,258.0,3.0,3788.0,68.0,0.863,14591.0,102.0,808.0,74.0,21.0,452.0,5.0,3679.0,61.0,0.8141,-0.3246,0.4794,0.5406,4423,10177,8068,8581,4708,3211,7640,7638,10049,4708,0.06119999999999998
41,18910.0,66.0,3565.0,376.0,23.0,693.0,24.0,8442.0,88.0,0.7377,12329.0,118.0,2755.0,335.0,29.0,659.0,20.0,6868.0,64.0,0.7037,-0.3132,0.4644,0.5233,5947,11999,9249,9456,5239,4321,9250,8667,11007,5239,0.05890000000000001
42,13116.0,14.0,639.0,74.0,17.0,224.0,0.0,1447.0,17.0,0.9069,8189.0,40.0,553.0,56.0,12.0,328.0,0.0,1479.0,28.0,0.8616,-0.3471,0.4261,0.4868,2755,5973,4045,3600,1751,2029,4645,4174,4308,1751,0.06070000000000003
43,9357.0,43.0,8306.0,656.0,12.0,689.0,7.0,4549.0,91.0,0.8081,6095.0,116.0,6568.0,447.0,24.0,774.0,9.0,4177.0,37.0,0.7711,-0.2657,0.4167,0.481,4412,9572,6760,5395,2362,3004,7576,7274,6804,2362,0.06429999999999997
44,12200.0,50.0,2387.0,52.0,18.0,193.0,0.0,3319.0,45.0,0.8183,8000.0,89.0,1926.0,76.0,17.0,241.0,5.0,3310.0,35.0,0.7584,-0.3049,0.431,0.5055,3665,6805,5272,4476,2473,2418,5385,5814,5755,2473,0.07449999999999996
140,13402.0,15.0,1625.0,70.0,17.0,118.0,0.0,2459.0,22.0,0.8613,9333.0,19.0,1170.0,52.0,12.0,143.0,0.0,2449.0,16.0,0.8144,-0.2963,0.413,0.479,3870,7361,5394,3983,1953,2276,5534,5308,4536,1953,0.066
141,10432.0,29.0,1235.0,1012.0,0.0,66.0,0.0,980.0,16.0,0.9288,6906.0,38.0,964.0,727.0,3.0,66.0,0.0,954.0,9.0,0.9013,-0.3188,0.4198,0.4864,2569,5308,3629,3239,1280,1451,4006,3677,3588,1280,0.06659999999999999
142,19075.0,86.0,1811.0,737.0,7.0,247.0,13.0,3140.0,230.0,0.8761,13231.0,99.0,1532.0,552.0,16.0,334.0,13.0,3210.0,286.0,0.8334,-0.2766,0.4773,0.543,4141,9137,7399,7704,4500,2910,6752,7486,8812,4500,0.06570000000000004
143,59170.0,168.0,7543.0,1736.0,52.0,1397.0,60.0,18441.0,283.0,0.7924,39893.0,234.0,6059.0,1435.0,50.0,1319.0,50.0,16102.0,220.0,0.7536,-0.3004,0.5021,0.5574,14400,29804,22328,28947,17462,9854,21660,22032,29537,17462,0.055300000000000016
144,21681.0,45.0,827.0,407.0,6.0,221.0,7.0,3708.0,51.0,0.8624,14571.0,74.0,670.0,377.0,15.0,341.0,4.0,3667.0,53.0,0.8145,-0.3072,0.4316,0.495,5322,10373,7125,6866,3353,3490,8133,7508,7804,3353,0.06340000000000001
145,15445.0,30.0,1983.0,139.0,4.0,101.0,0.0,2859.0,35.0,0.8612,9952.0,42.0,1427.0,115.0,6.0,192.0,0.0,2591.0,17.0,0.8193,-0.3375,0.4305,0.4854,3941,7788,5722,4933,2177,2516,5844,5747,5260,2177,0.054900000000000004
146,22340.0,163.0,5348.0,1049.0,13.0,543.0,30.0,6142.0,115.0,0.8282,17260.0,242.0,4684.0,874.0,34.0,632.0,52.0,6001.0,83.0,0.799,-0.1939,0.5273,0.5887,5429,11083,10888,13759,9227,4241,8367,10513,15309,9227,0.06140000000000001
147,6496.0,15.0,895.0,668.0,0.0,163.0,0.0,1100.0,17.0,0.8824,4361.0,21.0,617.0,478.0,5.0,180.0,0.0,1372.0,16.0,0.8054,-0.3121,0.4271,0.4913,1751,4134,2910,2431,1011,1087,3018,3017,2790,1011,0.06420000000000003
176,11688.0,24.0,565.0,5570.0,3.0,108.0,3.0,890.0,29.0,0.9529,8602.0,34.0,539.0,4327.0,15.0,108.0,9.0,1136.0,44.0,0.9233,-0.2397,0.4705,0.5298,2591,7152,5744,5885,2355,1725,5119,5883,6420,2355,0.059300000000000075
177,15766.0,21.0,2871.0,1447.0,17.0,149.0,0.0,1222.0,42.0,0.9433,11958.0,53.0,2360.0,1165.0,10.0,222.0,8.0,1372.0,45.0,0.9202,-0.2211,0.4834,0.5514,3193,7224,5835,6924,3210,2031,5051,5882,7575,3210,0.068
178,14275.0,23.0,424.0,1722.0,12.0,169.0,5.0,1540.0,28.0,0.9154,11321.0,72.0,497.0,1579.0,11.0,205.0,5.0,1661.0,34.0,0.892,-0.1761,0.4991,0.5645,2652,6618,5235,6210,3865,2092,4686,5547,7161,3865,0.06540000000000001
179,24606.0,32.0,543.0,3200.0,8.0,147.0,5.0,1374.0,49.0,0.9541,18885.0,84.0,698.0,2848.0,17.0,241.0,6.0,1935.0,43.0,0.9218,-0.2017,0.4939,0.5519,3762,10204,9120,9809,4752,2873,7384,9454,10988,4752,0.05799999999999994
180,10474.0,12.0,380.0,202.0,13.0,58.0,0.0,708.0,17.0,0.9403,7978.0,38.0,370.0,179.0,51.0,95.0,0.0,771.0,17.0,0.9188,-0.2176,0.476,0.5475,1638,4061,3710,3498,1811,1076,2884,3708,3968,1811,0.07150000000000001
181,63623.0,144.0,2158.0,2899.0,43.0,800.0,45.0,9362.0,229.0,0.8819,50460.0,247.0,2211.0,2655.0,209.0,1375.0,41.0,8970.0,236.0,0.8649,-0.1788,0.5538,0.6013,10148,24549,20869,31783,22141,8864,18377,20782,34050,22141,0.04749999999999999
182,10184.0,20.0,184.0,223.0,3.0,89.0,0.0,420.0,11.0,0.9623,7253.0,34.0,195.0,194.0,0.0,174.0,0.0,694.0,11.0,0.9189,-0.2663,0.4351,0.5028,1709,4376,3283,2763,1108,1075,3151,3538,3221,1108,0.06770000000000004
161,19370.0,61.0,1751.0,56.0,9.0,374.0,8.0,3960.0,81.0,0.8457,12271.0,99.0,1328.0,47.0,7.0,375.0,4.0,3299.0,56.0,0.8113,-0.3465,0.4093,0.4595,5623,10122,6762,6228,2364,3754,8632,6901,6803,2364,0.05020000000000002
162,29029.0,122.0,1557.0,70.0,18.0,447.0,7.0,6562.0,106.0,0.8269,19729.0,230.0,1644.0,74.0,145.0,685.0,12.0,5314.0,94.0,0.8097,-0.2788,0.4844,0.5442,6569,13214,10641,11603,7221,4728,10254,10584,13437,7221,0.05980000000000002
163,5816.0,78.0,9969.0,48.0,19.0,457.0,11.0,16733.0,76.0,0.4961,3562.0,94.0,7009.0,33.0,5.0,447.0,11.0,13301.0,46.0,0.4573,-0.3197,0.4378,0.4929,7095,11920,8619,9057,3965,4471,9493,8474,9492,3965,0.05509999999999998
164,4712.0,30.0,4010.0,19.0,5.0,165.0,0.0,7602.0,18.0,0.541,2116.0,34.0,2651.0,11.0,3.0,221.0,5.0,7115.0,10.0,0.4152,-0.4362,0.3697,0.4169,4027,6391,3933,2889,1164,2812,5975,4120,3448,1164,0.04720000000000002
165,10055.0,48.0,4281.0,220.0,8.0,222.0,8.0,11264.0,111.0,0.5704,5982.0,73.0,2812.0,156.0,20.0,280.0,0.0,8743.0,52.0,0.5174,-0.373,0.4207,0.475,5578,10856,8279,6739,2577,3378,8494,8158,7118,2577,0.05429999999999996
166,2575.0,34.0,5688.0,103.0,6.0,143.0,0.0,12608.0,34.0,0.405,1735.0,54.0,3984.0,97.0,11.0,128.0,0.0,10243.0,43.0,0.3714,-0.2949,0.4547,0.511,3797,8114,6051,6036,2705,2434,5892,6024,6378,2705,0.05630000000000002
167,35678.0,589.0,7721.0,525.0,75.0,979.0,46.0,37488.0,327.0,0.5507,23805.0,643.0,6045.0,523.0,70.0,1147.0,32.0,29437.0,261.0,0.5249,-0.292,0.5372,0.5901,12869,26368,20779,33090,20229,9207,19054,19501,33653,20229,0.05289999999999995
168,5318.0,71.0,4211.0,37.0,9.0,204.0,7.0,4192.0,28.0,0.7022,3378.0,96.0,3237.0,42.0,8.0,179.0,5.0,4021.0,20.0,0.634,-0.2954,0.4364,0.5014,3106,5395,4487,3858,1828,1900,4138,4335,4372,1828,0.06499999999999995
169,10655.0,73.0,3780.0,49.0,4.0,245.0,0.0,12489.0,51.0,0.5433,5830.0,115.0,2651.0,48.0,5.0,218.0,7.0,9658.0,53.0,0.4803,-0.3991,0.4298,0.4845,5678,10350,8519,7171,2737,3549,8385,8555,8073,2737,0.05469999999999997
93,4674.0,164.0,5562.0,17.0,11.0,339.0,0.0,11877.0,56.0,0.4768,2998.0,268.0,4404.0,28.0,4.0,299.0,3.0,11470.0,25.0,0.4118,-0.2582,0.3993,0.4706,5345,9139,6807,5031,2373,3233,7520,7293,6121,2373,0.07130000000000003
94,2996.0,484.0,19399.0,86.0,618.0,619.0,8.0,9965.0,48.0,0.7088,2135.0,537.0,14424.0,81.0,390.0,700.0,7.0,8712.0,49.0,0.6778,-0.2447,0.4277,0.4947,7728,12880,8714,9083,4276,4551,10381,8819,10123,4276,0.06699999999999995
95,24422.0,11339.0,56252.0,820.0,159.0,3981.0,166.0,62833.0,1265.0,0.6103,18780.0,11407.0,47774.0,726.0,200.0,4135.0,136.0,45105.0,1503.0,0.6524,-0.1397,0.588,0.6446,21163,41366,34542,67936,55791,16964,29597,30128,67729,55791,0.056599999999999984
96,2872.0,2537.0,18989.0,23.0,21.0,493.0,7.0,8838.0,84.0,0.739,1757.0,2049.0,13581.0,38.0,29.0,496.0,9.0,8819.0,29.0,0.671,-0.2812,0.4036,0.4734,7539,12478,8197,7459,3733,4726,10885,8717,8935,3733,0.06979999999999997
97,1692.0,7087.0,8822.0,22.0,3.0,755.0,0.0,11993.0,66.0,0.606,1146.0,6119.0,7392.0,31.0,8.0,573.0,0.0,9520.0,23.0,0.6163,-0.171,0.4476,0.519,5939,11361,8627,8256,4533,3719,8782,7967,9806,4533,0.07140000000000002
98,1413.0,1049.0,6972.0,21.0,4.0,994.0,0.0,6686.0,42.0,0.6108,920.0,1002.0,5030.0,18.0,6.0,655.0,0.0,6467.0,28.0,0.5422,-0.2702,0.4,0.4601,3906,6732,4351,3855,1964,2948,6144,4421,4865,1964,0.06009999999999999
99,6141.0,555.0,6463.0,21.0,9.0,201.0,0.0,9052.0,35.0,0.5973,3489.0,717.0,5100.0,26.0,6.0,167.0,7.0,7092.0,38.0,0.5738,-0.2886,0.4454,0.517,4711,7519,6852,6310,2983,2921,5793,6754,7432,2983,0.0716
100,2607.0,517.0,11291.0,51.0,11.0,339.0,12.0,17623.0,77.0,0.4582,1833.0,737.0,8511.0,52.0,29.0,385.0,12.0,14857.0,59.0,0.4388,-0.2205,0.4704,0.5388,5874,11131,9307,9487,5978,4091,8608,9154,10837,5978,0.06839999999999996
101,4191.0,8485.0,8242.0,9.0,9.0,384.0,0.0,2861.0,44.0,0.8819,2616.0,6032.0,6266.0,14.0,24.0,325.0,0.0,2586.0,23.0,0.8554,-0.2838,0.3696,0.4403,5926,9597,6040,4444,1835,3485,8378,6150,5604,1835,0.07070000000000004
102,2689.0,142.0,16521.0,16.0,17.0,280.0,0.0,11689.0,31.0,0.6276,1372.0,177.0,11253.0,11.0,13.0,302.0,6.0,9526.0,25.0,0.5801,-0.3319,0.4191,0.4829,6685,11902,8814,7597,3271,3875,9392,8671,8305,3271,0.06380000000000002
86,22664.0,34.0,388.0,1987.0,4.0,135.0,4.0,1323.0,29.0,0.9502,16693.0,82.0,516.0,1563.0,14.0,187.0,0.0,1795.0,21.0,0.914,-0.2444,0.4745,0.5342,3850,8488,8345,7647,3567,2622,6232,8911,8417,3567,0.05970000000000003
87,92361.0,525.0,7844.0,8349.0,57.0,1377.0,80.0,23525.0,486.0,0.8252,72201.0,880.0,8708.0,7627.0,168.0,2040.0,86.0,22807.0,434.0,0.8016,-0.1705,0.5671,0.6119,17313,36942,35381,54915,43101,16915,28858,36761,59194,43101,0.04479999999999995
88,17671.0,31.0,257.0,1300.0,0.0,139.0,3.0,684.0,18.0,0.966,13922.0,57.0,367.0,1118.0,10.0,182.0,3.0,1109.0,18.0,0.9339,-0.1927,0.4775,0.5354,2713,6637,5967,5900,2611,1903,4947,6346,6720,2611,0.05790000000000001
89,39705.0,163.0,2018.0,1653.0,30.0,355.0,16.0,8888.0,110.0,0.8321,30006.0,330.0,2201.0,1437.0,100.0,793.0,21.0,10414.0,115.0,0.7707,-0.2054,0.5037,0.5596,7238,17333,17389,18062,11065,6636,14316,18751,23049,11065,0.05589999999999995
90,8656.0,36.0,1177.0,599.0,0.0,112.0,7.0,879.0,27.0,0.9235,6763.0,59.0,944.0,502.0,8.0,152.0,4.0,1130.0,22.0,0.8821,-0.2035,0.467,0.5364,1751,4196,3773,3132,2011,1382,2951,4023,3745,2011,0.06939999999999996
91,54939.0,258.0,2540.0,4543.0,67.0,769.0,32.0,9798.0,256.0,0.8662,42422.0,387.0,3085.0,4451.0,76.0,961.0,19.0,9041.0,212.0,0.8509,-0.186,0.5362,0.5894,9384,21499,20147,27134,17756,8534,15961,20950,31317,17756,0.053200000000000025
92,7200.0,19.0,517.0,2631.0,4.0,123.0,4.0,765.0,16.0,0.9322,5728.0,48.0,488.0,1998.0,9.0,113.0,3.0,1237.0,20.0,0.8717,-0.2004,0.4581,0.5203,1668,3849,3963,2984,1502,1389,2913,4190,3809,1502,0.06219999999999998
1,8808.0,193.0,2142.0,669.0,66.0,293.0,188.0,4213.0,235.0,0.7493,6917.0,191.0,1830.0,539.0,78.0,312.0,136.0,3779.0,174.0,0.7292,-0.1919,0.773,0.7853,1161,2275,993,7141,12249,1619,1654,927,5926,12249,0.012299999999999978
2,29981.0,635.0,7579.0,2215.0,248.0,963.0,939.0,16625.0,682.0,0.7223,24106.0,769.0,6481.0,1924.0,279.0,969.0,636.0,14550.0,573.0,0.7107,-0.1736,0.7598,0.7625,6122,8135,3100,23000,44332,7882,6847,2914,19274,44332,0.0026999999999999247
3,37460.0,1147.0,10042.0,2059.0,200.0,1572.0,429.0,29568.0,1034.0,0.6459,30220.0,1233.0,9301.0,1877.0,290.0,1705.0,314.0,24987.0,828.0,0.6469,-0.1515,0.6587,0.7003,9368,18602,12975,41772,44302,9639,13901,10951,38783,44302,0.04160000000000008
4,26021.0,1034.0,8170.0,1309.0,175.0,1363.0,239.0,26828.0,714.0,0.5926,20042.0,1072.0,7375.0,1119.0,187.0,1221.0,127.0,19944.0,483.0,0.6133,-0.1896,0.6195,0.6624,7474,16496,13292,33281,26304,7048,12555,11286,32000,26304,0.04289999999999994
5,7227.0,188.0,1934.0,436.0,111.0,400.0,316.0,4288.0,248.0,0.7169,4538.0,190.0,1246.0,326.0,218.0,391.0,123.0,3267.0,369.0,0.6938,-0.3185,0.726,0.7695,1174,3456,1686,8170,10239,1119,1963,1313,6456,10239,0.04349999999999998
6,9682.0,325.0,3065.0,590.0,132.0,572.0,363.0,8164.0,413.0,0.6497,6000.0,289.0,2083.0,413.0,293.0,688.0,182.0,6622.0,579.0,0.6139,-0.3048,0.7032,0.7501,1935,5369,3418,12867,15285,1916,3433,2659,10727,15285,0.04689999999999994
7,14348.0,585.0,4511.0,868.0,307.0,1197.0,675.0,12398.0,736.0,0.652,8440.0,454.0,2893.0,585.0,283.0,1088.0,349.0,9050.0,713.0,0.6206,-0.3626,0.6589,0.7202,3586,9391,6074,18550,18452,2651,5803,4496,15674,18452,0.06129999999999991
8,20325.0,704.0,6504.0,1018.0,215.0,1723.0,340.0,16278.0,878.0,0.6608,13055.0,670.0,4682.0,727.0,297.0,1741.0,194.0,13263.0,1036.0,0.6281,-0.2935,0.6224,0.6917,5316,14926,9547,24381,23577,3991,10206,6875,22572,23577,0.06930000000000003
9,17349.0,579.0,5295.0,893.0,226.0,993.0,231.0,14796.0,650.0,0.6392,12003.0,602.0,4226.0,783.0,285.0,1057.0,132.0,12305.0,887.0,0.6188,-0.2381,0.6814,0.7333,3591,9503,5790,19917,24007,3302,6462,4956,17910,24007,0.051899999999999946
10,21154.0,741.0,6711.0,1127.0,187.0,1466.0,115.0,20013.0,773.0,0.6172,14753.0,754.0,5414.0,852.0,152.0,1648.0,83.0,15991.0,650.0,0.6032,-0.2469,0.5816,0.6372,6512,16970,11863,25886,18731,5676,12241,9524,25399,18731,0.05559999999999998
11,47416.0,1310.0,12450.0,2993.0,301.0,1721.0,584.0,30441.0,1308.0,0.691,37508.0,1442.0,10941.0,2535.0,499.0,1963.0,352.0,26872.0,1048.0,0.6769,-0.1732,0.7209,0.7533,8149,16662,9122,49003,61790,9676,11713,7608,41671,61790,0.032399999999999984
12,21393.0,439.0,5281.0,1599.0,145.0,661.0,508.0,10734.0,474.0,0.7397,17280.0,457.0,4697.0,1477.0,179.0,758.0,285.0,9537.0,361.0,0.7278,-0.1641,0.7688,0.7688,3684,5109,1819,15708,29333,5002,4262,1769,13138,29333,0.0
13,29249.0,1104.0,9073.0,1692.0,273.0,1594.0,1249.0,28466.0,1059.0,0.6141,23337.0,1226.0,8102.0,1466.0,498.0,1758.0,870.0,25867.0,1002.0,0.5966,-0.1553,0.6862,0.73,6723,17346,11568,38654,49456,7988,12391,9979,36142,49456,0.04379999999999995
14,37039.0,1329.0,10941.0,2349.0,330.0,1618.0,833.0,28496.0,935.0,0.6602,26727.0,1340.0,9001.0,2037.0,328.0,1656.0,389.0,23470.0,709.0,0.6425,-0.2381,0.6783,0.7206,8360,18702,10635,41959,45262,8094,12530,9123,37293,45262,0.042300000000000004
15,22585.0,773.0,7136.0,1362.0,79.0,1124.0,164.0,19534.0,594.0,0.6339,16572.0,794.0,6478.0,1122.0,82.0,1232.0,119.0,15132.0,407.0,0.6392,-0.2073,0.5841,0.6332,6462,16025,11772,27191,17315,5690,11814,10642,27378,17315,0.04910000000000003
16,22031.0,688.0,6077.0,1801.0,123.0,1423.0,184.0,15114.0,552.0,0.6851,18307.0,825.0,5919.0,1606.0,130.0,1434.0,147.0,13168.0,397.0,0.686,-0.1251,0.6404,0.6749,5912,10717,7590,24256,23443,6869,8461,6552,23410,23443,0.034500000000000086
17,24274.0,900.0,7372.0,2423.0,97.0,1655.0,116.0,18641.0,488.0,0.6669,19927.0,887.0,7112.0,2172.0,130.0,1797.0,60.0,15048.0,316.0,0.6829,-0.1319,0.5959,0.6412,7293,14783,12237,28773,20887,7251,11576,10625,29253,20887,0.04530000000000001
18,27457.0,861.0,8821.0,1436.0,136.0,1875.0,91.0,23568.0,669.0,0.6369,21888.0,1059.0,8097.0,1337.0,162.0,2040.0,79.0,18875.0,414.0,0.6501,-0.1516,0.5905,0.6353,8416,18464,14003,33023,23821,8357,14525,12617,34208,23821,0.04479999999999995
19,16770.0,524.0,5002.0,828.0,88.0,1009.0,88.0,14308.0,486.0,0.6341,12678.0,521.0,4356.0,761.0,95.0,953.0,74.0,11192.0,271.0,0.6378,-0.2051,0.6038,0.6473,4766,10694,8051,20254,14363,4422,8085,6866,19662,14363,0.04349999999999998
20,17377.0,612.0,6171.0,803.0,63.0,1279.0,91.0,15333.0,361.0,0.6357,13095.0,611.0,5176.0,673.0,120.0,1262.0,56.0,12095.0,317.0,0.6379,-0.2036,0.5729,0.6233,5547,13281,9831,20770,13833,4818,10335,9033,21828,13833,0.0504
21,18784.0,931.0,6193.0,763.0,99.0,1184.0,69.0,21209.0,450.0,0.5731,13688.0,827.0,5256.0,693.0,115.0,1034.0,49.0,15007.0,278.0,0.5938,-0.2294,0.5658,0.6219,6512,15435,12227,25318,14455,5128,11330,10559,25176,14455,0.05610000000000004
22,17584.0,424.0,4445.0,829.0,77.0,957.0,98.0,12539.0,342.0,0.6638,15212.0,435.0,4528.0,874.0,100.0,1114.0,63.0,10102.0,205.0,0.6904,-0.0899,0.6252,0.6683,4714,8659,6240,17512,17826,5203,6892,5656,17097,17826,0.04310000000000003
23,6803.0,166.0,1841.0,231.0,32.0,326.0,15.0,4410.0,106.0,0.6834,5222.0,239.0,1726.0,264.0,39.0,423.0,20.0,4034.0,59.0,0.6646,-0.1605,0.5551,0.6154,1993,4482,3597,6722,4615,1848,3524,3414,7763,4615,0.06029999999999991
77,12645.0,147.0,5993.0,404.0,22.0,336.0,8.0,5524.0,100.0,0.7806,9477.0,196.0,5122.0,411.0,26.0,382.0,13.0,5487.0,92.0,0.7413,-0.2003,0.4797,0.5455,4508,9067,7210,8021,5489,3469,7579,7245,9610,5489,0.06579999999999997
78,27992.0,405.0,5240.0,1043.0,226.0,933.0,31.0,29757.0,340.0,0.5489,17656.0,543.0,4319.0,882.0,255.0,1000.0,22.0,25436.0,279.0,0.4952,-0.3108,0.5033,0.5581,10100,23322,20528,25104,12143,7376,17270,19188,27036,12143,0.05480000000000007
79,9181.0,29.0,3506.0,563.0,7.0,109.0,3.0,2613.0,27.0,0.8371,5924.0,44.0,2634.0,383.0,8.0,99.0,0.0,2842.0,19.0,0.7622,-0.3213,0.4037,0.4598,2917,7145,4647,3409,1309,1964,5685,5023,4089,1309,0.05609999999999998
80,10971.0,110.0,3314.0,233.0,12.0,294.0,22.0,5547.0,93.0,0.7307,9469.0,177.0,3662.0,338.0,28.0,525.0,21.0,6579.0,109.0,0.6853,-0.0478,0.5348,0.6167,3137,6753,5292,7279,8832,3316,5599,5593,10234,8832,0.08189999999999997
81,9104.0,112.0,3104.0,721.0,15.0,332.0,22.0,5692.0,86.0,0.7034,7118.0,152.0,2873.0,650.0,49.0,432.0,12.0,5421.0,97.0,0.6774,-0.1566,0.4741,0.5355,3590,7568,5484,6231,4395,3178,6228,5477,7616,4395,0.061399999999999955
82,13234.0,66.0,3213.0,2299.0,22.0,302.0,10.0,5263.0,77.0,0.7851,9265.0,79.0,2812.0,1847.0,36.0,348.0,3.0,5295.0,56.0,0.7318,-0.2485,0.4834,0.5361,3693,9263,7967,8117,4264,3059,7027,7745,9118,4264,0.052700000000000025
84,11707.0,37.0,5000.0,242.0,8.0,256.0,3.0,3693.0,37.0,0.824,8385.0,42.0,3720.0,172.0,8.0,214.0,11.0,4140.0,23.0,0.7523,-0.2727,0.4114,0.4663,4175,9409,6001,5057,2037,2825,7402,6125,5727,2037,0.054900000000000004
85,56049.0,386.0,16784.0,1638.0,106.0,1585.0,49.0,31313.0,469.0,0.7111,39567.0,507.0,13406.0,1449.0,136.0,1830.0,53.0,26954.0,326.0,0.68,-0.2568,0.5515,0.6021,15214,33771,27227,43294,30830,12400,25184,26011,45448,30830,0.05059999999999998
183,21792.0,69.0,1731.0,1100.0,30.0,235.0,5.0,4078.0,47.0,0.8598,14349.0,86.0,1432.0,861.0,45.0,351.0,4.0,3869.0,59.0,0.8163,-0.3128,0.4886,0.5434,3983,10096,9940,9236,4463,2892,7294,9539,10100,4463,0.054800000000000015
184,8909.0,72.0,3583.0,421.0,5.0,258.0,6.0,4473.0,87.0,0.7489,6957.0,124.0,2925.0,379.0,15.0,324.0,7.0,3934.0,66.0,0.7329,-0.1907,0.5429,0.6103,2218,5337,5087,6576,5679,2213,3786,5007,7537,5679,0.0673999999999999
185,10157.0,84.0,3097.0,734.0,7.0,322.0,11.0,3179.0,87.0,0.8202,7869.0,111.0,2623.0,635.0,14.0,435.0,17.0,2675.0,56.0,0.8147,-0.1889,0.5669,0.6294,1995,4802,4894,6619,5920,1893,3360,4659,7260,5920,0.0625
186,8783.0,14.0,1273.0,1011.0,0.0,68.0,0.0,918.0,17.0,0.924,5475.0,34.0,876.0,736.0,0.0,51.0,0.0,1056.0,8.0,0.8718,-0.357,0.3977,0.455,2240,5094,3699,2301,941,1470,4030,3864,2742,941,0.05730000000000002
187,28407.0,61.0,7049.0,5510.0,25.0,447.0,8.0,4239.0,68.0,0.9075,20234.0,112.0,5583.0,4178.0,40.0,514.0,19.0,4213.0,59.0,0.8795,-0.2606,0.4679,0.5234,7411,15897,14180,12656,6398,5034,11844,14184,13935,6398,0.055499999999999994
188,10444.0,20.0,310.0,169.0,9.0,71.0,9.0,1067.0,19.0,0.9119,7036.0,26.0,253.0,145.0,7.0,140.0,4.0,946.0,27.0,0.8898,-0.3088,0.43,0.4956,2297,4312,3911,2880,1334,1334,3556,3981,3320,1334,0.06559999999999999
189,20349.0,56.0,1027.0,562.0,11.0,219.0,7.0,3564.0,49.0,0.8621,13763.0,88.0,911.0,470.0,15.0,339.0,7.0,3519.0,67.0,0.8165,-0.2971,0.4986,0.5627,3919,7965,8405,8232,5079,2664,5894,8102,8699,5079,0.06409999999999999
